Indicador;Setor;Curso;Nota;ID;Justificativa;Categoria_Bardin;Tags_IA;Pontos_Negativos
3.2;Campus Litoral;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Entretanto, a viabilidade de adotar formas de trabalho diferenciadas devido aos recursos e ao espaço disponíveis.;Infraestrutura e Acessibilidade;"[""#espaço_físico_insuficiente"", ""#recursos_materiais_escassos"", ""#limitação_metodológica""]";Limitação de recursos materiais e restrição de espaço físico que comprometem a plena execução e a viabilidade de metodologias de ensino diferenciadas ou inovadoras.
3.3;Campus  Politécnico;Produção Cultural (Tecnologia);4,00;2412913;Contudo, não foram identificados recursos ou configurações diferenciadasque ampliem as possibilidades de uso do ambiente, mantendo-se restrito às funções administrativas e de coordenação. Quantidade de notas < 5: 5 Média destas notas: 3.40 Termos Frequentes: sala(10), espaços(8), coletiva(6), atividades(6), professores(5), apresenta(5), trabalho(5), informação(5), condições(4), docentes(4), utilizam(4), ambientes(4), descanso(4), atende(4), acessibilidade(3);Infraestrutura e Acessibilidade;"[""#infraestrutura_limitada"", ""#espacos_docentes_restritos"", ""#ausencia_de_recursos_diferenciados""]";"Restrição do uso dos ambientes a funções puramente administrativas e de coordenação; ausência de recursos ou configurações diferenciadas que permitam o uso coletivo, atividades docentes diversificadas ou descanso; infraestrutura física sem diferenciais que ampliem as possibilidades pedagógicas ou de interação."
3.3;Campus  Reitoria;CIÊNCIAS BIOLÓGICAS (Licenciatura);4,00;2323769;O curso de Ciências Biológicas, sediado no Setor de Ciências Biológicas (SCB), não dispõe de sala específica para prof gabinete. Por essa razão, este item foi classificado como Não se Aplica (NSA).;Infraestrutura e Acessibilidade;"[""#ausencia_gabinetes_docentes"", ""#infraestrutura_fisica"", ""#inadequacao_espaco_trabalho""]";Ausência de espaço físico exclusivo para gabinetes de trabalho dos professores e utilização indevida da classificação 'Não se Aplica' (NSA) para um requisito obrigatório de infraestrutura.
3.3;Campus Jandaia Do Sul;LETRAS INGLÊS (Licenciatura);4,00;2322586;No entanto, verificou-se que, embora os espaços atendam às necessidades básicas para a execução das atividades docentes, não existem ambientes planejados para atividades de descanso, lazer e integração entre professores, requisito necessário para o conceito máximo. Dessa forma, conclui-se que a Sala Coletiva de Professores atende ao conceito 4, uma vez que não contempla espaço específico para descanso e lazer docente.;Infraestrutura e Acessibilidade;"[""#sala_de_professores"", ""#ausencia_espaco_lazer"", ""#integracao_docente""]";A Sala Coletiva de Professores não possui ambientes planejados para descanso, lazer e integração docente, limitando-se apenas às necessidades básicas para atividades pedagógicas.
3.3;Campus Litoral;Ciências Exatas Quimica (Licenciatura);3,00;2275330;No entanto, não ficou evidente que o espaço favoreça plenamente o descanso e atividades de lazer e integração entre os profissionais, tampouco conta com apoio técnico-administrativo próprio.;Infraestrutura e Acessibilidade;"[""#infraestrutura_de_apoio"", ""#apoio_administrativo_inexistente"", ""#bem_estar_profissional""]";"Ausência de espaços físicos adequados para o descanso, lazer e integração do corpo profissional; falta de pessoal técnico-administrativo dedicado exclusivamente ao curso ou setor."
3.4;Campus  Politécnico;Produção Cultural (Tecnologia);3,00;2412913;Entretanto, não foram identificados espaços de descanso, e os meios disponíveis para guarda de materiais sãolimitados: há apenas alguns armários e escrivaninhas com chave, os quais não são plenamente adequados para armazenamento de documentos ou são insuficientes, comprometendo aorganização e as condições ideais para o desempenho das atividades acadêmicas. Quantidade de notas < 5: 11 Média destas notas: 3.27 Termos Frequentes: salas(52), aula(25), possuem(17), atividades(11), apresentam(10), atendem(10), recursos(10), ventiladores(8), cadeiras(8), espaço(8), setor(7), capacidade(7), equipadas(7), projetor(7), visita(7);Infraestrutura e Acessibilidade;"[""#infraestrutura_fisica_precaria"", ""#espacos_de_convivencia_ausentes"", ""#mobiliario_e_equipamentos_insuficientes""]";"Ausência de espaços de descanso para a comunidade acadêmica; insuficiência e inadequação de mobiliário para guarda de materiais e documentos; deficiências na infraestrutura das salas de aula, especificamente em relação a ventiladores, cadeiras, projetores e capacidade de atendimento."
3.4;Campus  Politécnico;MATEMÁTICA (Licenciatura);2,00;2289301;Durante a visita in loco, foram apresentadas várias salas de aulas (PA-01 a PA-06 e outras) com capacidade para 25, 50, 80 e 90 alunos. As salas possuem projetor multimídia com cabeamento VGA/HDMI. Não são climatizadas com ar condicionado, apenas com ventiladores e cortinas do tipo persiana ou vidros insufilmados. A TES conta ainda com uma sala de estudos com 16 mesas com 26 cadeiras para os alunos. Não possui normas devidamente declaradas e/ou afixadas no recinto e relatório de programação de revisão periódica de equipamentos. Segundo o responsável pelo setor, a manutenção é realizada por demanda.;Infraestrutura e Acessibilidade;"[""#conforto_termico_insuficiente"", ""#manutencao_reativa"", ""#ausencia_de_normas_internas""]";Ausência de climatização (conforto térmico insuficiente), inexistência de normas de uso formalizadas e afixadas nos ambientes de estudo e falta de um plano de manutenção preventiva/periódica de equipamentos (manutenção realizada apenas de forma reativa).
3.4;Campus  Politécnico;QUÍMICA (Bacharelado);3,00;2289302;Conforme observado pela comissão de avaliação na visita virtual in loco, o curso dispõe de 7 salas de aula com capacidade para cerca de 50 pessoas. As cadeiras são de madeira no estilo universitária. As salas possuem quadros- verde, projetores, persianas, mesa para o professores, ventiladores, e luz de emergência. Existe acesso à rede sem fio O prédio não possui piso-tátil. As salas estão em bom estado de conservação e manutenção. Com relação ao conforto, segundo relato dos discentes, as cadeiras são antigas e desconfortáveis e a acessibilidade não é boa (rampas íngremes, portas estreitas, por exemplo). Ainda segundo os discentes, a conexão com a internet é de baixa qualidade e instável. O mobiliário antigo e de madeira dificulta a flexibilidade relacionada às configurações espaciais e inviabiliza distintas situações de ensino-aprendizagem.;Infraestrutura e Acessibilidade;"[""#acessibilidade_física_inadequada"", ""#mobiliário_obsoleto"", ""#conectividade_deficiente""]";"Inexistência de piso tátil e presença de barreiras arquitetônicas (rampas íngremes e portas estreitas); mobiliário antigo, desconfortável e inflexível que prejudica a diversificação de metodologias de ensino; conectividade de internet instável e de baixa qualidade."
3.4;Campus  Politécnico;GEOGRAFIA (Licenciatura);4,00;2299015;Entretanto, não foram observadas placas de acessibilidade para alunos e professores com limitações visuais, tanto no piso ou quanto nas entradas das salas de aula do curso de Geografia, comprometendo situações de ensino- aprendizagem comprovadamente exitosas para todos os dicentes.;Infraestrutura e Acessibilidade;"[""#acessibilidade_arquitetonica"", ""#sinalizacao_tatil"", ""#inclusao_pcd""]";Ausência de sinalização tátil no piso e de placas de identificação em Braille nas entradas das salas de aula, impossibilitando a autonomia e a acessibilidade de discentes e docentes com deficiência visual.
3.4;Campus Jandaia Do Sul;CIÊNCIAS BIOLÓGICAS (Licenciatura);3,00;2323769;Durante a visita virtual in loco, constatou-se que as salas de aula atendem às demandas do curso. Os espaços apresentam coi condicionado) e iluminação, tanto natural quanto artificial, evidenciando cuidados contínuos com a conservação e funcionalidade. Estão equipadas com qu computadores e telas de projeção, atendendo de forma aos requisitos necessários para a realização das atividades didáticas. As salas de aula são atendidas | utilizada pelos estudantes. O Setor de Ciências Biológicas (SCB) conta com 22 salas destinadas a atividades teóricas, incluindo anfiteatros com capacidade m? a 106 m2. A diversidade de dimensões permite diferentes configurações dos ambientes, favorecendo distintas estratégias de ensino-aprendizagem. Emb satisfatória para o item avaliado, ressaltamos que não foi evidenciado suporte de acessibilidade, o que configura o não atendimento amplo ao requisito.;Infraestrutura e Acessibilidade;"[""#acessibilidade_inexistente"", ""#infraestrutura_fisica"", ""#requisitos_legais_incompletos""]";Ausência de evidências de suporte de acessibilidade nas salas de aula e ambientes didáticos, configurando o não atendimento pleno aos requisitos institucionais e normativos de inclusão.
3.4;Campus Litoral;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Entretanto, não foi possível observar recursos de acessibilidade para pessoas com deficiência visual. As salas possuem quadros de giz e são climatizadas com ar-condicionado. De modo geral, oferecem condições satisfatórias para o uso de tecnologias da informação e comunicação (TICs), sendo a flexibilidade na organização do espaço um fator que favorece a adaptação dos recursos audiovisuais conforme as demandas específicas das aulas. Diante desse cenário, constata-se que as salas de aula atendem às necessidades institucionais e que a infraestrutura disponível contribui de forma efetiva para o desenvolvimento das atividades pedagógicas, oferecendo um ambiente apropriado ao ensino e à aprendizagem. No entanto, não foi possível verificar o uso de recursos cuja eficácia didático-pedagógica seja comprovadamente exitosa.;Infraestrutura e Acessibilidade;"[""#acessibilidade_visual"", ""#recursos_didaticos"", ""#inovacao_pedagogica""]";Ausência de recursos de acessibilidade para pessoas com deficiência visual e falta de comprovação documental ou prática do uso de recursos didático-pedagógicos que apresentem eficácia comprovada ou caráter inovador.
3.5;Campus  Politécnico;Produção Cultural (Tecnologia);3,00;2412913;Contudo, não possuem recursos de acessibilidade. Logo, as salas de aula não oportunizam distintas situações de ensino-aprendizagem, limitando-se a apenas umformato. Também não foram identificados equipamentos ou estratégias pedagógicas inovadoras que ampliem de forma significativa as práticas de ensino no ambiente presencial. Quantidade de notas < 5: 5 Média destas notas: 3.80 Termos Frequentes: acesso(15), equipamentos(13), internet(10), informática(9), espaços(9), laboratório(9), avaliação(8), adequação(7), softwares(7), virtual(7), apresentados(7), setor(7), discentes(6), análise(6), periódica(6);Infraestrutura e Acessibilidade;"[""#ausencia_de_acessibilidade"", ""#infraestrutura_pedagogica_limitada"", ""#inexistencia_de_inovacao_tecnologica""]";Ausência de recursos de acessibilidade, infraestrutura de sala de aula limitada a um único formato de ensino, falta de equipamentos tecnológicos adequados e inexistência de estratégias pedagógicas inovadoras para o ambiente presencial.
